# M_MTOT,R_RTOT,MATM_MTOT,RATM_RTOT,M_G,R_CM,REQ_CM,P_CGS,T_K,RHO_GCC,L_CGS,S_CGS,KROSS_CGS,GRADT,GRADAD,GRADRAD,TAUV,VSOUND_CGS,CP_CGS,X,Y,Z
 9.94235883018D-01, 9.63329691823D-01,-5.76411698218D-03,-3.66703081766D-02, 1.88766738294D+30, 6.73301883340D+09, 6.88001077385D+09, 4.85554583872D+10, 3.39771732777D+03, 1.79382029292D-01, 1.00000000000D+00, 5.21187807746D+08, 1.00000000000D+33, 1.87210378076D-01, 1.87210371786D-01, 2.54918578991D+33, 0.00000000000D+00, 6.50360401121D+05, 1.66027272814D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.94043801867D-01, 9.62822621413D-01,-5.95619813330D-03,-3.71773785873D-02, 1.88730269551D+30, 6.72947475638D+09, 6.87630173508D+09, 5.02420314178D+10, 3.41947522786D+03, 1.82073066007D-01, 1.00000000000D+00, 5.21187828554D+08, 1.00000000000D+33, 1.86659256300D-01, 1.86659250093D-01, 2.57173174260D+33, 0.00000000000D+00, 6.62378813383D+05, 1.66054097688D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.93845942287D-01, 9.62307441648D-01,-6.15405771250D-03,-3.76925583516D-02, 1.88692703710D+30, 6.72587400050D+09, 6.87253368896D+09, 5.19828339659D+10, 3.44125258759D+03, 1.84784256041D-01, 1.00000000000D+00, 5.21187848295D+08, 1.00000000000D+33, 1.86081804508D-01, 1.86081798386D-01, 2.59463650109D+33, 0.00000000000D+00, 6.74729905879D+05, 1.66080848478D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.93642147904D-01, 9.61784001743D-01,-6.35785209610D-03,-3.82159982566D-02, 1.88654011080D+30, 6.72221551185D+09, 6.86870554704D+09, 5.37795142280D+10, 3.46304270281D+03, 1.87515904472D-01, 1.00000000000D+00, 5.21187879296D+08, 1.00000000000D+33, 1.85413557514D-01, 1.85413551478D-01, 2.61792575927D+33, 0.00000000000D+00, 6.87541866771D+05, 1.66106032777D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.93432237113D-01, 9.61252099781D-01,-6.56776288684D-03,-3.87479002189D-02, 1.88614157182D+30, 6.71849787919D+09, 6.86481584523D+09, 5.56339480280D+10, 3.48483467114D+03, 1.90272553715D-01, 1.00000000000D+00, 5.21187901827D+08, 1.00000000000D+33, 1.84640795577D-01, 1.84640789629D-01, 2.64164685785D+33, 0.00000000000D+00, 7.00818886510D+05, 1.66133683493D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.93216026510D-01, 9.60711549992D-01,-6.78397348954D-03,-3.92884500082D-02, 1.88573107195D+30, 6.71471980410D+09, 6.86086324008D+09, 5.75480531819D+10, 3.50661813328D+03, 1.93056116852D-01, 1.00000000000D+00, 5.21187928001D+08, 1.00000000000D+33, 1.83766535376D-01, 1.83766529518D-01, 2.66584481308D+33, 0.00000000000D+00, 7.14399235721D+05, 1.66171611504D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.92993322017D-01, 9.60162151565D-01,-7.00667798297D-03,-3.98378484350D-02, 1.88530824271D+30, 6.71087988305D+09, 6.85684627884D+09, 5.95238596860D+10, 3.52838154765D+03, 1.95867432302D-01, 1.00000000000D+00, 5.21187957698D+08, 1.00000000000D+33, 1.82775685197D-01, 1.82775679431D-01, 2.69057084245D+33, 0.00000000000D+00, 7.28265199432D+05, 1.66227311845D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.92764092301D-01, 9.59604108824D-01,-7.23590769862D-03,-4.03958911764D-02, 1.88487302460D+30, 6.70697954414D+09, 6.85276647047D+09, 6.15619659250D+10, 3.55014472826D+03, 1.98706269648D-01, 1.00000000000D+00, 5.21187956700D+08, 1.00000000000D+33, 1.82530511723D-01, 1.82530506048D-01, 2.71571399519D+33, 0.00000000000D+00, 7.42608971043D+05, 1.66286648259D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.92528369779D-01, 9.59037774921D-01,-7.47163022139D-03,-4.09622250791D-02, 1.88442547918D+30, 6.70302125565D+09, 6.84862641152D+09, 6.36624077041D+10, 3.57193778648D+03, 2.01572156668D-01, 1.00000000000D+00, 5.21187968820D+08, 1.00000000000D+33, 1.82277689225D-01, 1.82277683643D-01, 2.74110978501D+33, 0.00000000000D+00, 7.57123303462D+05, 1.66344208567D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.92285998652D-01, 9.58463044226D-01,-7.71400134818D-03,-4.15369557737D-02, 1.88396531064D+30, 6.69900427929D+09, 6.84442534486D+09, 6.58269078333D+10, 3.59375468196D+03, 2.04466122231D-01, 1.00000000000D+00, 5.21187992680D+08, 1.00000000000D+33, 1.81948724616D-01, 1.81948719127D-01, 2.76678061334D+33, 0.00000000000D+00, 7.71754197559D+05, 1.66423366486D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.92036797889D-01, 9.57879760816D-01,-7.96320211145D-03,-4.21202391836D-02, 1.88349217528D+30, 6.69492752528D+09, 6.84016214612D+09, 6.80574323919D+10, 3.61558533341D+03, 2.07389904811D-01, 1.00000000000D+00, 5.21188008903D+08, 1.00000000000D+33, 1.81512138036D-01, 1.81512132640D-01, 2.79276992050D+33, 0.00000000000D+00, 7.86454045560D+05, 1.66547391947D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.91780572201D-01, 9.57287751210D-01,-8.21942779871D-03,-4.27122487904D-02, 1.88300570232D+30, 6.69078978110D+09, 6.83583556228D+09, 7.03560900986D+10, 3.63741803032D+03, 2.10347088570D-01, 1.00000000000D+00, 5.21188050664D+08, 1.00000000000D+33, 1.80923834583D-01, 1.80923829282D-01, 2.81912986604D+33, 0.00000000000D+00, 8.01125232793D+05, 1.66734422539D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.91517091410D-01, 9.56686779856D-01,-8.48290858968D-03,-4.33132201443D-02, 1.88250545474D+30, 6.68658940040D+09, 6.83144388828D+09, 7.27253290216D+10, 3.65923597670D+03, 2.13340413561D-01, 1.00000000000D+00, 5.21188096007D+08, 1.00000000000D+33, 1.80151349830D-01, 1.80151344624D-01, 2.84593951049D+33, 0.00000000000D+00, 8.15692615277D+05, 1.66992927249D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.91246108928D-01, 9.56076592379D-01,-8.75389107155D-03,-4.39234076212D-02, 1.88199096437D+30, 6.68232460527D+09, 6.82698528232D+09, 7.51677698213D+10, 3.68102086479D+03, 2.16372526748D-01, 1.00000000000D+00, 5.21188148546D+08, 1.00000000000D+33, 1.79162569011D-01, 1.79162563901D-01, 2.87328626569D+33, 0.00000000000D+00, 8.30078480317D+05, 1.67330485290D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.90967290546D-01, 9.55456761278D-01,-9.03270945399D-03,-4.45432387221D-02, 1.88146159666D+30, 6.67799240778D+09, 6.82245663791D+09, 7.76868490974D+10, 3.70274142981D+03, 2.19448271979D-01, 1.00000000000D+00, 5.21188180914D+08, 1.00000000000D+33, 1.77766071739D-01, 1.77766066724D-01, 2.90132573095D+33, 0.00000000000D+00, 8.44031521910D+05, 1.67740478099D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.90680330754D-01, 9.54826954642D-01,-9.31966924649D-03,-4.51730453575D-02, 1.88091677159D+30, 6.67359048809D+09, 6.81785554842D+09, 8.02857783685D+10, 3.72437337438D+03, 2.22571834876D-01, 1.00000000000D+00, 5.21188230747D+08, 1.00000000000D+33, 1.76223584611D-01, 1.76223579691D-01, 2.93017846791D+33, 0.00000000000D+00, 8.57718245830D+05, 1.68214895666D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.90384948319D-01, 9.54186917984D-01,-9.61505168123D-03,-4.58130820162D-02, 1.88035595519D+30, 6.66911706750D+09, 6.81318017438D+09, 8.29675842620D+10, 3.74589801543D+03, 2.25745758087D-01, 1.00000000000D+00, 5.21188263303D+08, 1.00000000000D+33, 1.74517139255D-01, 1.74517134428D-01, 2.95993695186D+33, 0.00000000000D+00, 8.71106055973D+05, 1.68754727795D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.90080913782D-01, 9.53536526978D-01,-9.91908621815D-03,-4.64634730218D-02, 1.87977871181D+30, 6.66457127708D+09, 6.80842962762D+09, 8.57348519534D+10, 3.76730611184D+03, 2.28972302417D-01, 1.00000000000D+00, 5.21188096209D+08, 1.00000000000D+33, 1.72998601514D-01, 1.72998596785D-01, 2.99064536520D+33, 0.00000000000D+00, 8.84099090819D+05, 1.69614212108D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.89768132147D-01, 9.52875956033D-01,-1.02318678533D-02,-4.71240439669D-02, 1.87918486110D+30, 6.65995433580D+09, 6.80360520194D+09, 8.85889651399D+10, 3.78860969512D+03, 2.32253258933D-01, 1.00000000000D+00, 5.21188161630D+08, 1.00000000000D+33, 1.71321683735D-01, 1.71321679107D-01, 3.02223715508D+33, 0.00000000000D+00, 8.96490306341D+05, 1.70893328837D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.89446237097D-01, 9.52204821835D-01,-1.05537629030D-02,-4.77951781652D-02, 1.87857370755D+30, 6.65526356458D+09, 6.79870411808D+09, 9.15338077760D+10, 3.80977950728D+03, 2.35593910211D-01, 1.00000000000D+00, 5.21188223572D+08, 1.00000000000D+33, 1.69415517106D-01, 1.69415512575D-01, 3.05486347650D+33, 0.00000000000D+00, 9.08218930173D+05, 1.72237948492D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.89114886271D-01, 9.51522822889D-01,-1.08851137292D-02,-4.84771771113D-02, 1.87794460116D+30, 6.65049685616D+09, 6.79372419569D+09, 9.45730868945D+10, 3.83079200173D+03, 2.38998862518D-01, 1.00000000000D+00, 5.21188281400D+08, 1.00000000000D+33, 1.67308011077D-01, 1.67308006639D-01, 3.08864775860D+33, 0.00000000000D+00, 9.19236649072D+05, 1.73642755422D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.88773772292D-01, 9.50829757359D-01,-1.12262277077D-02,-4.91702426411D-02, 1.87729695834D+30, 6.64565279986D+09, 6.78866398307D+09, 9.77102274882D+10, 3.85163051142D+03, 2.42472156218D-01, 1.00000000000D+00, 5.21188318620D+08, 1.00000000000D+33, 1.65144098897D-01, 1.65144094549D-01, 3.12367942201D+33, 0.00000000000D+00, 9.29507357565D+05, 1.75088610788D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.88422616145D-01, 9.50125504502D-01,-1.15773838546D-02,-4.98744954981D-02, 1.87663024935D+30, 6.64073055176D+09, 6.78352262127D+09, 1.00948430543D+11, 3.87228375639D+03, 2.46017530352D-01, 1.00000000000D+00, 5.21188355545D+08, 1.00000000000D+33, 1.62881896497D-01, 1.62881892233D-01, 3.16002154435D+33, 0.00000000000D+00, 9.39016510999D+05, 1.76563334912D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.88061113115D-01, 9.49409914305D-01,-1.19388868849D-02,-5.05900856950D-02, 1.87594389564D+30, 6.63572906336D+09, 6.77829903818D+09, 1.04291170806D+11, 3.89273787719D+03, 2.49639041302D-01, 1.00000000000D+00, 5.21188392156D+08, 1.00000000000D+33, 1.60526773866D-01, 1.60526769682D-01, 3.19775315435D+33, 0.00000000000D+00, 9.47754091072D+05, 1.78068101627D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.87688953089D-01, 9.48682849722D-01,-1.23110469110D-02,-5.13171502778D-02, 1.87523730845D+30, 6.63064737682D+09, 6.77299225694D+09, 1.07742012153D+11, 3.91297947020D+03, 2.53340777063D-01, 1.00000000000D+00, 5.21188351555D+08, 1.00000000000D+33, 1.58146525341D-01, 1.58146521232D-01, 3.23695343582D+33, 0.00000000000D+00, 9.55729256033D+05, 1.79600056646D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.87305910521D-01, 9.47944359001D-01,-1.26940894792D-02,-5.20556409985D-02, 1.87451005954D+30, 6.62548582936D+09, 6.76760265356D+09, 1.11303771993D+11, 3.93300768838D+03, 2.57125737727D-01, 1.00000000000D+00, 5.21188373174D+08, 1.00000000000D+33, 1.55789417707D-01, 1.55789413670D-01, 3.27763665436D+33, 0.00000000000D+00, 9.62993124938D+05, 1.81143401370D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.86911706295D-01, 9.47194402535D-01,-1.30882937048D-02,-5.28055974655D-02, 1.87376161898D+30, 6.62024414413D+09, 6.76212996303D+09, 1.14979799742D+11, 3.95281490217D+03, 2.60997279448D-01, 1.00000000000D+00, 5.21188400461D+08, 1.00000000000D+33, 1.53395948391D-01, 1.53395944423D-01, 3.31985548112D+33, 0.00000000000D+00, 9.69582309431D+05, 1.82709209069D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.86506040665D-01, 9.46432920372D-01,-1.34939593348D-02,-5.35670796277D-02, 1.87299141767D+30, 6.61492190213D+09, 6.75657377263D+09, 1.18773681072D+11, 3.97239151949D+03, 2.64958980347D-01, 1.00000000000D+00, 5.21188433051D+08, 1.00000000000D+33, 1.50946559102D-01, 1.50946555200D-01, 3.36367577212D+33, 0.00000000000D+00, 9.75536297920D+05, 1.84312035989D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.86088418314D-01, 9.45659515062D-01,-1.39115816860D-02,-5.43404849376D-02, 1.87219851520D+30, 6.60951632545D+09, 6.75093120647D+09, 1.22690872732D+11, 3.99170397000D+03, 2.69019319597D-01, 1.00000000000D+00, 5.21188398183D+08, 1.00000000000D+33, 1.48022319677D-01, 1.48022315838D-01, 3.40929779530D+33, 0.00000000000D+00, 9.80248571895D+05, 1.85908742940D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.85658452865D-01, 9.44874038004D-01,-1.43415471351D-02,-5.51259619958D-02, 1.87138217798D+30, 6.60402637547D+09, 6.74520120579D+09, 1.26735870163D+11, 4.01073516069D+03, 2.73185723522D-01, 1.00000000000D+00, 5.21188363956D+08, 1.00000000000D+33, 1.45294629649D-01, 1.45294625872D-01, 3.45683780388D+33, 0.00000000000D+00, 9.84432919229D+05, 1.87459326637D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.85216009861D-01, 9.44076821759D-01,-1.47839901388D-02,-5.59231782408D-02, 1.87054215074D+30, 6.59845437656D+09, 6.73938622282D+09, 1.30910845200D+11, 4.02950061629D+03, 2.77460820170D-01, 1.00000000000D+00, 5.21188350261D+08, 1.00000000000D+33, 1.42769799144D-01, 1.42769795425D-01, 3.50623567206D+33, 0.00000000000D+00, 9.88075763361D+05, 1.88989151118D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.84760904441D-01, 9.43268113964D-01,-1.52390955589D-02,-5.67318860365D-02, 1.86967808249D+30, 6.59280205953D+09, 6.73348809012D+09, 1.35218482712D+11, 4.04800899269D+03, 2.81848405128D-01, 1.00000000000D+00, 5.21189301485D+08, 1.00000000000D+33, 1.39631756334D-01, 1.39631752673D-01, 3.55746985885D+33, 0.00000000000D+00, 9.90812639712D+05, 1.90507850589D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.84291692469D-01, 9.42445992643D-01,-1.57083075306D-02,-5.75540073575D-02, 1.86878723139D+30, 6.58705599110D+09, 6.72749281423D+09, 1.39673438627D+11, 4.06611913735D+03, 2.86372900961D-01, 1.00000000000D+00, 5.21189211206D+08, 1.00000000000D+33, 1.35886803697D-01, 1.35886800090D-01, 3.61136555991D+33, 0.00000000000D+00, 9.92514261251D+05, 1.91915378166D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.83808238124D-01, 9.41610931194D-01,-1.61917618757D-02,-5.83890688060D-02, 1.86786933956D+30, 6.58121947997D+09, 6.72140387781D+09, 1.44278103710D+11, 4.08385338413D+03, 2.91039361758D-01, 1.00000000000D+00, 5.21189126072D+08, 1.00000000000D+33, 1.32552227531D-01, 1.32552223975D-01, 3.66784729962D+33, 0.00000000000D+00, 9.93931054354D+05, 1.93192300380D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.83310502681D-01, 9.40763571825D-01,-1.66894973187D-02,-5.92364281749D-02, 1.86692433347D+30, 6.57529701476D+09, 6.71522598961D+09, 1.49033938096D+11, 4.10124462340D+03, 2.95850829849D-01, 1.00000000000D+00, 5.21189045814D+08, 1.00000000000D+33, 1.29594225395D-01, 1.29594221886D-01, 3.72677906488D+33, 0.00000000000D+00, 9.95137392671D+05, 1.94344909149D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.82798140503D-01, 9.39904034738D-01,-1.72018594966D-02,-6.00959652624D-02, 1.86595155690D+30, 6.56928943558D+09, 6.70896005499D+09, 1.53945379940D+11, 4.11828920654D+03, 3.00801730832D-01, 1.00000000000D+00, 5.21188990859D+08, 1.00000000000D+33, 1.26216886371D-01, 1.26216882907D-01, 3.78823411559D+33, 0.00000000000D+00, 9.98740691106D+05, 1.95363055977D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.82270644430D-01, 9.39032132617D-01,-1.77293555701D-02,-6.09678673828D-02, 1.86495004695D+30, 6.56319543324D+09, 6.70260473915D+09, 1.59018509955D+11, 4.13496485267D+03, 3.05880509430D-01, 1.00000000000D+00, 5.21188887423D+08, 1.00000000000D+33, 1.23156485194D-01, 1.23156481769D-01, 3.85239729048D+33, 0.00000000000D+00, 1.00257039280D+06, 1.96207857722D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.81728052369D-01, 9.38148579814D-01,-1.82719476310D-02,-6.18514201858D-02, 1.86391987558D+30, 6.55702000056D+09, 6.69616527093D+09, 1.64254156371D+11, 4.15131087790D+03, 3.11088706227D-01, 1.00000000000D+00, 5.21188778807D+08, 1.00000000000D+33, 1.20531561336D-01, 1.20531557944D-01, 3.91909671393D+33, 0.00000000000D+00, 1.00627705471D+06, 1.96854524283D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.81170443616D-01, 9.37254140928D-01,-1.88295563845D-02,-6.27458590724D-02, 1.86286119336D+30, 6.55076848156D+09, 6.68964724138D+09, 1.69652712556D+11, 4.16736903872D+03, 3.16425085615D-01, 1.00000000000D+00, 5.21188975309D+08, 1.00000000000D+33, 1.18042369209D-01, 1.18042365842D-01, 3.98813959336D+33, 0.00000000000D+00, 1.01149336350D+06, 1.97292534730D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.80597085295D-01, 9.36348231051D-01,-1.94029147054D-02,-6.36517689486D-02, 1.86177260883D+30, 6.54443678816D+09, 6.68304642599D+09, 1.75222634232D+11, 4.18309084961D+03, 3.21855419583D-01, 1.00000000000D+00, 5.21188967227D+08, 1.00000000000D+33, 1.15097944499D-01, 1.15097941157D-01, 4.05987127284D+33, 0.00000000000D+00, 1.02014802644D+06, 1.97666932240D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.80007540560D-01, 9.35430660770D-01,-1.99924594404D-02,-6.45693392305D-02, 1.86065329259D+30, 6.53802359645D+09, 6.67636146527D+09, 1.80969466444D+11, 4.19846050217D+03, 3.27366930262D-01, 1.00000000000D+00, 5.21188955724D+08, 1.00000000000D+33, 1.12209560799D-01, 1.12209557478D-01, 4.13444715264D+33, 0.00000000000D+00, 1.02894197434D+06, 1.98016945345D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.79401534791D-01, 9.34501497437D-01,-2.05984652092D-02,-6.54985025626D-02, 1.85950272325D+30, 6.53152937721D+09, 6.66959287196D+09, 1.86897250738D+11, 4.21347945092D+03, 3.32958401993D-01, 1.00000000000D+00, 5.21188941148D+08, 1.00000000000D+33, 1.09388317942D-01, 1.09388314641D-01, 4.21192331564D+33, 0.00000000000D+00, 1.03786214498D+06, 1.98331194234D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.78778667723D-01, 9.33560616405D-01,-2.12213322772D-02,-6.64393835952D-02, 1.85832014086D+30, 6.52495325923D+09, 6.66273976319D+09, 1.93011326201D+11, 4.22813618957D+03, 3.38627223551D-01, 1.00000000000D+00, 5.21189084945D+08, 1.00000000000D+33, 1.06203203578D-01, 1.06203200294D-01, 4.29244038948D+33, 0.00000000000D+00, 1.04720674845D+06, 1.98616302136D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.78138066734D-01, 9.32607183497D-01,-2.18619332661D-02,-6.73928165035D-02, 1.85710388865D+30, 6.51828941218D+09, 6.65579609126D+09, 1.99321783080D+11, 4.24237277945D+03, 3.44369133182D-01, 1.00000000000D+00, 5.21189138499D+08, 1.00000000000D+33, 1.02719820904D-01, 1.02719817642D-01, 4.37644158769D+33, 0.00000000000D+00, 1.05700012184D+06, 1.99006746593D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.77479137607D-01, 9.31640800145D-01,-2.25208623935D-02,-6.83591998553D-02, 1.85585283843D+30, 6.51153505034D+09, 6.64875898107D+09, 2.05836066116D+11, 4.25616164534D+03, 3.50180423944D-01, 1.00000000000D+00, 5.21189187722D+08, 1.00000000000D+33, 9.90444550801D-02, 9.90444518437D-02, 4.46419714118D+33, 0.00000000000D+00, 1.06723528591D+06, 1.99507666962D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.76801296403D-01, 9.30661090431D-01,-2.31987035973D-02,-6.93389095687D-02, 1.85456588152D+30, 6.50468754630D+09, 6.64162572753D+09, 2.12561670976D+11, 4.26947724282D+03, 3.56057667260D-01, 1.00000000000D+00, 5.21189067939D+08, 1.00000000000D+33, 9.55133865238D-02, 9.55133833159D-02, 4.55597948475D+33, 0.00000000000D+00, 1.07764615791D+06, 2.00107033774D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.76105375071D-01, 9.29669706094D-01,-2.38946249286D-02,-7.03302939062D-02, 1.85324459749D+30, 6.49775844459D+09, 6.63440837835D+09, 2.19491991754D+11, 4.28242833044D+03, 3.62005832250D-01, 1.00000000000D+00, 5.21189053458D+08, 1.00000000000D+33, 9.33115710349D-02, 9.33115678553D-02, 4.65118276447D+33, 0.00000000000D+00, 1.08704915026D+06, 2.00700081223D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.75391791539D-01, 9.28667683673D-01,-2.46082084606D-02,-7.13323163271D-02, 1.85188977980D+30, 6.49075498992D+09, 6.62711450401D+09, 2.26624506201D+11, 4.29507903585D+03, 3.68028457930D-01, 1.00000000000D+00, 5.21189042226D+08, 1.00000000000D+33, 9.11832064606D-02, 9.11832033076D-02, 4.74946813768D+33, 0.00000000000D+00, 1.09652844804D+06, 2.01243896910D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.74660366093D-01, 9.27655184976D-01,-2.53396339069D-02,-7.23448150239D-02, 1.85050108726D+30, 6.48367831321D+09, 6.61974530662D+09, 2.33962669818D+11, 4.30743492185D+03, 3.74124545704D-01, 1.00000000000D+00, 5.21189033956D+08, 1.00000000000D+33, 8.91150048450D-02, 8.91150017172D-02, 4.85087638243D+33, 0.00000000000D+00, 1.10608960132D+06, 2.01750060318D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.73911015462D-01, 9.26632494305D-01,-2.60889845381D-02,-7.33675056951D-02, 1.84907836176D+30, 6.47653040154D+09, 6.61230287708D+09, 2.41508996564D+11, 4.31950944869D+03, 3.80293584536D-01, 1.00000000000D+00, 5.21188421076D+08, 1.00000000000D+33, 8.76980286739D-02, 8.76980255707D-02, 4.95539371807D+33, 0.00000000000D+00, 1.11604524941D+06, 2.02221297384D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
 9.73144866335D-01, 9.25601509940D-01,-2.68551336646D-02,-7.43984900599D-02, 1.84762374245D+30, 6.46932452259D+09, 6.60480104663D+09, 2.49253754177D+11, 4.33142096419D+03, 3.86530499625D-01, 1.00000000000D+00, 5.21188398048D+08, 1.00000000000D+33, 8.68111397903D-02, 8.68111367133D-02, 5.06226037656D+33, 0.00000000000D+00, 1.12634262105D+06, 2.02626139664D+08, 7.46379000000D-01, 2.33121000000D-01, 2.05000000000D-02
